product_name,price,price_value,sku,stock_status,stock_quantity,categories,tags,tags_and_categories,tag_count,short_description,product_url,listing_page
Spheal,£193.00,193.0,7748,170 in stock,170,Clap | Pokemon,Clap | spheal | Thick Fat,Clap | Pokemon | spheal | Thick Fat,4,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.",https://scrapeme.live/shop/Spheal/,23
Walrein,£27.00,27.0,1600,226 in stock,226,Ice Break | Pokemon,Ice Break | Thick Fat | walrein,Ice Break | Pokemon | Thick Fat | walrein,4,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",https://scrapeme.live/shop/Walrein/,23
Chimchar,£143.00,143.0,5021,242 in stock,242,Chimp | Pokemon,Blaze | chimchar | Chimp,Chimp | Pokemon | Blaze | chimchar,4,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,https://scrapeme.live/shop/Chimchar/,24
Grotle,£154.00,154.0,7359,187 in stock,187,Grove | Pokemon,grotle | Grove | Overgrow,Grove | Pokemon | grotle | Overgrow,4,It knows where pure water wells up. It carries fellow Pokémon there on its back.,https://scrapeme.live/shop/Grotle/,24
Groudon,£124.00,124.0,6626,138 in stock,138,Continent | Pokemon,Continent | Drought | groudon,Continent | Pokemon | Drought | groudon,4,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",https://scrapeme.live/shop/Groudon/,24
Infernape,£165.00,165.0,3225,82 in stock,82,Flame | Pokemon,Blaze | Flame | infernape,Flame | Pokemon | Blaze | infernape,4,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,https://scrapeme.live/shop/Infernape/,24
Jirachi,£111.00,111.0,7952,294 in stock,294,Pokemon | Wish,jirachi | Serene Grace | Wish,Pokemon | Wish | jirachi | Serene Grace,4,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,https://scrapeme.live/shop/Jirachi/,24
Kyogre,£27.00,27.0,5206,136 in stock,136,Pokemon | Sea Basin,Drizzle | kyogre | Sea Basin,Pokemon | Sea Basin | Drizzle | kyogre,4,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",https://scrapeme.live/shop/Kyogre/,24
Latias,£126.00,126.0,5077,245 in stock,245,Eon | Pokemon,Eon | latias | Levitate,Eon | Pokemon | latias | Levitate,4,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,https://scrapeme.live/shop/Latias/,24
Latios,£166.00,166.0,7850,197 in stock,197,Eon | Pokemon,Eon | latios | Levitate,Eon | Pokemon | latios | Levitate,4,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,https://scrapeme.live/shop/Latios/,24
Monferno,£68.00,68.0,8413,299 in stock,299,Playful | Pokemon,Blaze | monferno | Playful,Playful | Pokemon | Blaze | monferno,4,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,https://scrapeme.live/shop/Monferno/,24
Prinplup,£177.00,177.0,5785,52 in stock,52,Penguin | Pokemon,Penguin | prinplup | Torrent,Penguin | Pokemon | prinplup | Torrent,4,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,https://scrapeme.live/shop/Prinplup/,24
Rayquaza,£97.00,97.0,5410,31 in stock,31,Pokemon | Sky High,Air Lock | rayquaza | Sky High,Pokemon | Sky High | Air Lock | rayquaza,4,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",https://scrapeme.live/shop/Rayquaza/,24
Regice,£165.00,165.0,2261,107 in stock,107,Iceberg | Pokemon,Clear Body | Iceberg | regice,Iceberg | Pokemon | Clear Body | regice,4,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",https://scrapeme.live/shop/Regice/,24
Regirock,£66.00,66.0,5687,65 in stock,65,Pokemon | Rock Peak,Clear Body | regirock | Rock Peak,Pokemon | Rock Peak | Clear Body | regirock,4,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",https://scrapeme.live/shop/Regirock/,24
Registeel,£196.00,196.0,6723,67 in stock,67,Iron | Pokemon,Clear Body | Iron | registeel,Iron | Pokemon | Clear Body | registeel,4,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,https://scrapeme.live/shop/Registeel/,24
Torterra,£87.00,87.0,8373,146 in stock,146,Continent | Pokemon,Continent | Overgrow | torterra,Continent | Pokemon | Overgrow | torterra,4,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,https://scrapeme.live/shop/Torterra/,24
Turtwig,£101.00,101.0,8788,254 in stock,254,Pokemon | Tiny Leaf,Overgrow | Tiny Leaf | turtwig,Pokemon | Tiny Leaf | Overgrow | turtwig,4,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",https://scrapeme.live/shop/Turtwig/,24
Bibarel,£114.00,114.0,6844,156 in stock,156,Beaver | Pokemon,Beaver | bibarel | Simple,Beaver | Pokemon | bibarel | Simple,4,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,https://scrapeme.live/shop/Bibarel/,25
Bidoof,£128.00,128.0,1171,264 in stock,264,Plump Mouse | Pokemon,bidoof | Plump Mouse | Simple,Plump Mouse | Pokemon | bidoof | Simple,4,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,https://scrapeme.live/shop/Bidoof/,25
Budew,£171.00,171.0,3438,62 in stock,62,Bud | Pokemon,Bud | budew | Poison Point,Bud | Pokemon | budew | Poison Point,4,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",https://scrapeme.live/shop/Budew/,25
Cranidos,£47.00,47.0,8627,98 in stock,98,Head Butt | Pokemon,cranidos | Head Butt | Mold Breaker,Head Butt | Pokemon | cranidos | Mold Breaker,4,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",https://scrapeme.live/shop/Cranidos/,25
Empoleon,£42.00,42.0,2449,232 in stock,232,Emperor | Pokemon,Emperor | empoleon | Torrent,Emperor | Pokemon | empoleon | Torrent,4,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,https://scrapeme.live/shop/Empoleon/,25
Kricketot,£94.00,94.0,9812,137 in stock,137,Cricket | Pokemon,Cricket | kricketot | Shed Skin,Cricket | Pokemon | kricketot | Shed Skin,4,"When its antennae hit each other, it sounds like the music of a xylophone.",https://scrapeme.live/shop/Kricketot/,25
Kricketune,£53.00,53.0,8726,186 in stock,186,Cricket | Pokemon,Cricket | kricketune | Swarm,Cricket | Pokemon | kricketune | Swarm,4,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,https://scrapeme.live/shop/Kricketune/,25
Luxio,£168.00,168.0,9734,222 in stock,222,Pokemon | Spark,Intimidate | luxio | Spark,Pokemon | Spark | Intimidate | luxio,4,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,https://scrapeme.live/shop/Luxio/,25
Luxray,£43.00,43.0,4317,227 in stock,227,Gleam Eyes | Pokemon,Gleam Eyes | Intimidate | luxray,Gleam Eyes | Pokemon | Intimidate | luxray,4,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,https://scrapeme.live/shop/Luxray/,25
Rampardos,£196.00,196.0,3536,91 in stock,91,Head Butt | Pokemon,Head Butt | Mold Breaker | rampardos,Head Butt | Pokemon | Mold Breaker | rampardos,4,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,https://scrapeme.live/shop/Rampardos/,25
Roserade,£155.00,155.0,7696,116 in stock,116,Bouquet | Pokemon,Bouquet | Poison Point | roserade,Bouquet | Pokemon | Poison Point | roserade,4,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",https://scrapeme.live/shop/Roserade/,25
Shieldon,£42.00,42.0,9942,284 in stock,284,Pokemon | Shield,Shield | shieldon | Sturdy,Pokemon | Shield | shieldon | Sturdy,4,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,https://scrapeme.live/shop/Shieldon/,25
Shinx,£149.00,149.0,1507,295 in stock,295,Flash | Pokemon,Flash | Intimidate | shinx,Flash | Pokemon | Intimidate | shinx,4,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,https://scrapeme.live/shop/Shinx/,25
Staraptor,£42.00,42.0,9866,131 in stock,131,Pokemon | Predator,Intimidate | Predator | staraptor,Pokemon | Predator | Intimidate | staraptor,4,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",https://scrapeme.live/shop/Staraptor/,25
Staravia,£158.00,158.0,1799,263 in stock,263,Pokemon | Starling,Intimidate | staravia | Starling,Pokemon | Starling | Intimidate | staravia,4,It lives in forests and fields. Squabbles over territory occur when flocks collide.,https://scrapeme.live/shop/Staravia/,25
Starly,£59.00,59.0,3055,110 in stock,110,Pokemon | Starling,Keen Eye | Starling | starly,Pokemon | Starling | Keen Eye | starly,4,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",https://scrapeme.live/shop/Starly/,25
Ambipom,£36.00,36.0,9199,247 in stock,247,Long Tail | Pokemon,ambipom | Long Tail | Pickup,Long Tail | Pokemon | ambipom | Pickup,4,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",https://scrapeme.live/shop/Ambipom/,26
Bastiodon,£191.00,191.0,6537,14 in stock,14,Pokemon | Shield,bastiodon | Shield | Sturdy,Pokemon | Shield | bastiodon | Sturdy,4,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,https://scrapeme.live/shop/Bastiodon/,26
Buizel,£55.00,55.0,9044,62 in stock,62,Pokemon | Sea Weasel,buizel | Sea Weasel | Swift Swim,Pokemon | Sea Weasel | buizel | Swift Swim,4,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,https://scrapeme.live/shop/Buizel/,26
Buneary,£180.00,180.0,6054,204 in stock,204,Pokemon | Rabbit,buneary | Rabbit | Run Away,Pokemon | Rabbit | buneary | Run Away,4,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",https://scrapeme.live/shop/Buneary/,26
Burmy,£91.00,91.0,6129,266 in stock,266,Bagworm | Pokemon,Bagworm | burmy | Shed Skin,Bagworm | Pokemon | burmy | Shed Skin,4,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",https://scrapeme.live/shop/Burmy/,26
Cherrim,£161.00,161.0,2914,143 in stock,143,Blossom | Pokemon,Blossom | cherrim | Flower Gift,Blossom | Pokemon | cherrim | Flower Gift,4,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",https://scrapeme.live/shop/Cherrim/,26
Cherubi,£101.00,101.0,5681,127 in stock,127,Cherry | Pokemon,Cherry | cherubi | Chlorophyll,Cherry | Pokemon | cherubi | Chlorophyll,4,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,https://scrapeme.live/shop/Cherubi/,26
Combee,£111.00,111.0,7856,254 in stock,254,Pokemon | Tiny Bee,combee | Honey Gather | Tiny Bee,Pokemon | Tiny Bee | combee | Honey Gather,4,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",https://scrapeme.live/shop/Combee/,26
Drifblim,£36.00,36.0,9301,233 in stock,233,Blimp | Pokemon,Aftermath | Blimp | drifblim,Blimp | Pokemon | Aftermath | drifblim,4,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",https://scrapeme.live/shop/Drifblim/,26
Drifloon,£70.00,70.0,6748,84 in stock,84,Balloon | Pokemon,Aftermath | Balloon | drifloon,Balloon | Pokemon | Aftermath | drifloon,4,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,https://scrapeme.live/shop/Drifloon/,26
Floatzel,£40.00,40.0,4591,116 in stock,116,Pokemon | Sea Weasel,floatzel | Sea Weasel | Swift Swim,Pokemon | Sea Weasel | floatzel | Swift Swim,4,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,https://scrapeme.live/shop/Floatzel/,26
Gastrodon,£148.00,148.0,8490,119 in stock,119,Pokemon | Sea Slug,gastrodon | Sea Slug | Sticky Hold,Pokemon | Sea Slug | gastrodon | Sticky Hold,4,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,https://scrapeme.live/shop/Gastrodon/,26
Mothim,£177.00,177.0,2443,151 in stock,151,Moth | Pokemon,Moth | mothim | Swarm,Moth | Pokemon | mothim | Swarm,4,It flutters around at night and steals honey from the Combee hive.,https://scrapeme.live/shop/Mothim/,26
Pachirisu,£151.00,151.0,2264,86 in stock,86,EleSquirrel | Pokemon,EleSquirrel | pachirisu | Run Away,EleSquirrel | Pokemon | pachirisu | Run Away,4,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,https://scrapeme.live/shop/Pachirisu/,26
Shellos,£163.00,163.0,4538,149 in stock,149,Pokemon | Sea Slug,Sea Slug | shellos | Sticky Hold,Pokemon | Sea Slug | shellos | Sticky Hold,4,"Its shape and coloration vary, depending on its habitat.",https://scrapeme.live/shop/Shellos/,26
Vespiquen,£104.00,104.0,1078,123 in stock,123,Beehive | Pokemon,Beehive | Pressure | vespiquen,Beehive | Pokemon | Pressure | vespiquen,4,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,https://scrapeme.live/shop/Vespiquen/,26
Bonsly,£106.00,106.0,2897,273 in stock,273,Bonsai | Pokemon,Bonsai | bonsly | Rock Head,Bonsai | Pokemon | bonsly | Rock Head,4,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,https://scrapeme.live/shop/Bonsly/,27
Bronzong,£110.00,110.0,3873,191 in stock,191,Bronze Bell | Pokemon,Bronze Bell | bronzong | Levitate,Bronze Bell | Pokemon | bronzong | Levitate,4,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,https://scrapeme.live/shop/Bronzong/,27
Chatot,£78.00,78.0,1336,261 in stock,261,Music Note | Pokemon,chatot | Keen Eye | Music Note,Music Note | Pokemon | chatot | Keen Eye,4,"It can learn and speak human words. If they gather, they all learn the same saying.",https://scrapeme.live/shop/Chatot/,27
Gabite,£154.00,154.0,4593,128 in stock,128,Cave | Pokemon,Cave | gabite | Sand Veil,Cave | Pokemon | gabite | Sand Veil,4,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",https://scrapeme.live/shop/Gabite/,27
Garchomp,£62.00,62.0,8222,65 in stock,65,Mach | Pokemon,garchomp | Mach | Sand Veil,Mach | Pokemon | garchomp | Sand Veil,4,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,https://scrapeme.live/shop/Garchomp/,27
Gible,£194.00,194.0,6182,178 in stock,178,Land Shark | Pokemon,gible | Land Shark | Sand Veil,Land Shark | Pokemon | gible | Sand Veil,4,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",https://scrapeme.live/shop/Gible/,27
Glameow,£39.00,39.0,5014,96 in stock,96,Catty | Pokemon,Catty | glameow | Limber,Catty | Pokemon | glameow | Limber,4,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",https://scrapeme.live/shop/Glameow/,27
Happiny,£67.00,67.0,4766,270 in stock,270,Playhouse | Pokemon,happiny | Natural Cure | Playhouse,Playhouse | Pokemon | happiny | Natural Cure,4,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",https://scrapeme.live/shop/Happiny/,27
Honchkrow,£47.00,47.0,7873,56 in stock,56,Big Boss | Pokemon,Big Boss | honchkrow | Insomnia,Big Boss | Pokemon | honchkrow | Insomnia,4,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.",https://scrapeme.live/shop/Honchkrow/,27
Lopunny,£123.00,123.0,1079,85 in stock,85,Pokemon | Rabbit,Cute Charm | lopunny | Rabbit,Pokemon | Rabbit | Cute Charm | lopunny,4,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",https://scrapeme.live/shop/Lopunny/,27
Mime-jr,£170.00,170.0,3409,188 in stock,188,Mime | Pokemon,Mime | mime-jr | Soundproof,Mime | Pokemon | mime-jr | Soundproof,4,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",https://scrapeme.live/shop/Mime-jr/,27
Mismagius,£38.00,38.0,7198,215 in stock,215,Magical | Pokemon,Levitate | Magical | mismagius,Magical | Pokemon | Levitate | mismagius,4,Its cries sound like incantations to torment the foe. It appears where you least expect it.,https://scrapeme.live/shop/Mismagius/,27
Purugly,£128.00,128.0,6724,158 in stock,158,Pokemon | Tiger Cat,Own Tempo | purugly | Tiger Cat,Pokemon | Tiger Cat | Own Tempo | purugly,4,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",https://scrapeme.live/shop/Purugly/,27
Skuntank,£112.00,112.0,6511,56 in stock,56,Pokemon | Skunk,Skunk | skuntank | Stench,Pokemon | Skunk | skuntank | Stench,4,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,https://scrapeme.live/shop/Skuntank/,27
Spiritomb,£165.00,165.0,7680,51 in stock,51,Forbidden | Pokemon,Forbidden | Pressure | spiritomb,Forbidden | Pokemon | Pressure | spiritomb,4,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,https://scrapeme.live/shop/Spiritomb/,27
Stunky,£106.00,106.0,7336,12 in stock,12,Pokemon | Skunk,Skunk | Stench | stunky,Pokemon | Skunk | Stench | stunky,4,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,https://scrapeme.live/shop/Stunky/,27
Abomasnow,£46.00,46.0,1468,61 in stock,61,Frost Tree | Pokemon,abomasnow | Frost Tree | Snow Warning,Frost Tree | Pokemon | abomasnow | Snow Warning,4,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,https://scrapeme.live/shop/Abomasnow/,28
Carnivine,£60.00,60.0,3611,245 in stock,245,Bug Catcher | Pokemon,Bug Catcher | carnivine | Levitate,Bug Catcher | Pokemon | carnivine | Levitate,4,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,https://scrapeme.live/shop/Carnivine/,28
Croagunk,£145.00,145.0,7116,207 in stock,207,Pokemon | Toxic Mouth,croagunk | Dry Skin | Toxic Mouth,Pokemon | Toxic Mouth | croagunk | Dry Skin,4,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",https://scrapeme.live/shop/Croagunk/,28
Drapion,£72.00,72.0,6958,273 in stock,273,Ogre Scorpion | Pokemon,drapion | Ogre Scorpion | Sniper,Ogre Scorpion | Pokemon | drapion | Sniper,4,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,https://scrapeme.live/shop/Drapion/,28
Finneon,£172.00,172.0,1938,66 in stock,66,Pokemon | Wing Fish,finneon | Swift Swim | Wing Fish,Pokemon | Wing Fish | finneon | Swift Swim,4,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",https://scrapeme.live/shop/Finneon/,28
Hippopotas,£189.00,189.0,2949,231 in stock,231,Hippo | Pokemon,Hippo | hippopotas | Sand Stream,Hippo | Pokemon | hippopotas | Sand Stream,4,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,https://scrapeme.live/shop/Hippopotas/,28
Hippowdon,£140.00,140.0,4356,273 in stock,273,Heavyweight | Pokemon,Heavyweight | hippowdon | Sand Stream,Heavyweight | Pokemon | hippowdon | Sand Stream,4,It blasts internally stored sand from ports on its body to create a towering twister for attack.,https://scrapeme.live/shop/Hippowdon/,28
Lucario,£102.00,102.0,1059,24 in stock,24,Aura | Pokemon,Aura | Inner Focus | lucario,Aura | Pokemon | Inner Focus | lucario,4,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.",https://scrapeme.live/shop/Lucario/,28
Lumineon,£72.00,72.0,6600,76 in stock,76,Neon | Pokemon,lumineon | Neon | Swift Swim,Neon | Pokemon | lumineon | Swift Swim,4,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",https://scrapeme.live/shop/Lumineon/,28
Magnezone,£190.00,190.0,1538,108 in stock,108,Magnet Area | Pokemon,Magnet Area | magnezone | Sturdy,Magnet Area | Pokemon | magnezone | Sturdy,4,It evolved from exposure to a special magnetic field. Three units generate magnetism.,https://scrapeme.live/shop/Magnezone/,28
Mantyke,£121.00,121.0,5241,117 in stock,117,Kite | Pokemon,Kite | mantyke | Water Absorb,Kite | Pokemon | mantyke | Water Absorb,4,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",https://scrapeme.live/shop/Mantyke/,28
Munchlax,£190.00,190.0,3240,239 in stock,239,Big Eater | Pokemon,Big Eater | munchlax | Pickup,Big Eater | Pokemon | munchlax | Pickup,4,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,https://scrapeme.live/shop/Munchlax/,28
Riolu,£70.00,70.0,6986,86 in stock,86,Emanation | Pokemon,Emanation | Inner Focus | riolu,Emanation | Pokemon | Inner Focus | riolu,4,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,https://scrapeme.live/shop/Riolu/,28
Skorupi,£51.00,51.0,8128,42 in stock,42,Pokemon | Scorpion,Scorpion | skorupi | Sniper,Pokemon | Scorpion | skorupi | Sniper,4,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,https://scrapeme.live/shop/Skorupi/,28
Snover,£104.00,104.0,3404,143 in stock,143,Frost Tree | Pokemon,Frost Tree | snover | Snow Warning,Frost Tree | Pokemon | snover | Snow Warning,4,"In the spring, it grows berries with the texture of frozen treats around its belly.",https://scrapeme.live/shop/Snover/,28
Toxicroak,£145.00,145.0,4991,108 in stock,108,Pokemon | Toxic Mouth,Dry Skin | Toxic Mouth | toxicroak,Pokemon | Toxic Mouth | Dry Skin | toxicroak,4,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,https://scrapeme.live/shop/Toxicroak/,28
Dusknoir,£158.00,158.0,1866,171 in stock,171,Gripper | Pokemon,dusknoir | Gripper | Pressure,Gripper | Pokemon | dusknoir | Pressure,4,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,https://scrapeme.live/shop/Dusknoir/,29
Electivire,£61.00,61.0,5656,155 in stock,155,Pokemon | Thunderbolt,electivire | Motor Drive | Thunderbolt,Pokemon | Thunderbolt | electivire | Motor Drive,4,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",https://scrapeme.live/shop/Electivire/,29
Froslass,£86.00,86.0,1920,67 in stock,67,Pokemon | Snow Land,froslass | Snow Cloak | Snow Land,Pokemon | Snow Land | froslass | Snow Cloak,4,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.,https://scrapeme.live/shop/Froslass/,29
Gallade,£149.00,149.0,8023,271 in stock,271,Blade | Pokemon,Blade | gallade | Steadfast,Blade | Pokemon | gallade | Steadfast,4,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",https://scrapeme.live/shop/Gallade/,29
Glaceon,£142.00,142.0,1234,27 in stock,27,Fresh Snow | Pokemon,Fresh Snow | glaceon | Snow Cloak,Fresh Snow | Pokemon | glaceon | Snow Cloak,4,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,https://scrapeme.live/shop/Glaceon/,29
Gliscor,£28.00,28.0,4537,60 in stock,60,Fang Scorpion | Pokemon,Fang Scorpion | gliscor | Sand Veil,Fang Scorpion | Pokemon | gliscor | Sand Veil,4,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,https://scrapeme.live/shop/Gliscor/,29
Leafeon,£93.00,93.0,2585,295 in stock,295,Pokemon | Verdant,Leaf Guard | leafeon | Verdant,Pokemon | Verdant | Leaf Guard | leafeon,4,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",https://scrapeme.live/shop/Leafeon/,29
Lickilicky,£101.00,101.0,5442,125 in stock,125,Licking | Pokemon,lickilicky | Licking | Oblivious,Licking | Pokemon | lickilicky | Oblivious,4,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,https://scrapeme.live/shop/Lickilicky/,29
Magmortar,£200.00,200.0,4979,149 in stock,149,Blast | Pokemon,Blast | Flame Body | magmortar,Blast | Pokemon | Flame Body | magmortar,4,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",https://scrapeme.live/shop/Magmortar/,29
Mamoswine,£104.00,104.0,6994,284 in stock,284,Pokemon | Twin Tusk,mamoswine | Oblivious | Twin Tusk,Pokemon | Twin Tusk | mamoswine | Oblivious,4,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,https://scrapeme.live/shop/Mamoswine/,29
Probopass,£181.00,181.0,9871,141 in stock,141,Compass | Pokemon,Compass | probopass | Sturdy,Compass | Pokemon | probopass | Sturdy,4,It freely controls three small units called Mini-Noses using magnetic force.,https://scrapeme.live/shop/Probopass/,29
Rhyperior,£79.00,79.0,1070,161 in stock,161,Drill | Pokemon,Drill | Lightning Rod | rhyperior,Drill | Pokemon | Lightning Rod | rhyperior,4,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,https://scrapeme.live/shop/Rhyperior/,29
Rotom,£42.00,42.0,3751,208 in stock,208,Plasma | Pokemon,Levitate | Plasma | rotom,Plasma | Pokemon | Levitate | rotom,4,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,https://scrapeme.live/shop/Rotom/,29
Tangrowth,£108.00,108.0,8824,136 in stock,136,Pokemon | Vine,Chlorophyll | tangrowth | Vine,Pokemon | Vine | Chlorophyll | tangrowth,4,"Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",https://scrapeme.live/shop/Tangrowth/,29
Togekiss,£158.00,158.0,7955,208 in stock,208,Jubilee | Pokemon,Jubilee | Serene Grace | togekiss,Jubilee | Pokemon | Serene Grace | togekiss,4,It shares many blessings with people who respect one another’s rights and avoid needless strife.,https://scrapeme.live/shop/Togekiss/,29
Yanmega,£121.00,121.0,6798,35 in stock,35,Ogre Darner | Pokemon,Ogre Darner | Tinted Lens | yanmega,Ogre Darner | Pokemon | Tinted Lens | yanmega,4,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,https://scrapeme.live/shop/Yanmega/,29
Arceus,£53.00,53.0,1626,72 in stock,72,Alpha | Pokemon,Alpha | arceus | Multitype,Alpha | Pokemon | arceus | Multitype,4,It is told in mythology that this Pokémon was born before the universe even existed.,https://scrapeme.live/shop/Arceus/,30
Azelf,£32.00,32.0,2350,233 in stock,233,Pokemon | Willpower,azelf | Levitate | Willpower,Pokemon | Willpower | azelf | Levitate,4,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",https://scrapeme.live/shop/Azelf/,30
Cresselia,£34.00,34.0,9194,16 in stock,16,Lunar | Pokemon,cresselia | Levitate | Lunar,Lunar | Pokemon | cresselia | Levitate,4,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,https://scrapeme.live/shop/Cresselia/,30
Darkrai,£59.00,59.0,9841,223 in stock,223,Pitch-Black | Pokemon,Bad Dreams | darkrai | Pitch-Black,Pitch-Black | Pokemon | Bad Dreams | darkrai,4,It can lull people to sleep and make them dream. It is active during nights of the new moon.,https://scrapeme.live/shop/Darkrai/,30
